id,origin,created_at,updated_at,area,charter,test_data,scale,actions,expected,actual,status,severity,defect_id,fix,regression,evidence,notes
UAT-366,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,keeps PR body preview comments interactive and stacks collapsed source menus without layout shifts,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:975 のユーザーフローを実行し、expect(upperMenuButton)を観測,expect(upperMenuButton).toBeFocused() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:975,matcher=toBeFocused / 697 unique assertionsから51 flowsをround-robin抽出
UAT-367,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,"searches while typing, groups occurrences, and reveals a result without changing display mode",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1138 のユーザーフローを実行し、expect( page.getByRole(""button"", { name: ""src/new.ts、1件"" }).locator('[data-change-kind=""added""]'), )を観測","expect( page.getByRole(""button"", { name: ""src/new.ts、1件"" }).locator('[data-change-kind=""added""]'), ).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1138,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-368,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps agent explanation passive until a human opens an exact code reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:95 のユーザーフローを実行し、expect(handlerTab)を観測,"expect(handlerTab).toHaveAttribute(""aria-selected"", ""true"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:95,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-369,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,moves document tabs between at most two panes and previews repository Markdown,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:645 のユーザーフローを実行し、expect(previewSourceLineBox).notを観測,expect(previewSourceLineBox).not.toBeNull() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:645,matcher=toBeNull / 697 unique assertionsから51 flowsをround-robin抽出
UAT-370,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,renders the Markdown walkthrough showcase and keeps every expression commentable,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1049 のユーザーフローを実行し、expect(diagramDraft)を観測,expect(diagramDraft).toBeVisible() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1049,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-371,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,comments on selected walkthrough lines and marks them Outdated after replacement,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1518 のユーザーフローを実行し、expect .poll(async () => { const [diagramBox, paneBox] = await Promise.all([ page.locator("".walkthrough-diagram-shell"").first().boundingBox(), walkthroughPane.boundingBox(), ]); if (!diagramBox || !paneBox) return false; return ( diagramBox.y < paneBox.y + paneBox.height && diagramBox.y + diagramBox.height > paneBox.y ); })を観測","expect .poll(async () => { const [diagramBox, paneBox] = await Promise.all([ page.locator("".walkthrough-diagram-shell"").first().boundingBox(), walkthroughPane.boundingBox(), ]); if (!diagramBox || !paneBox) return false; return ( diagramBox.y < paneBox.y + paneBox.height && diagramBox.y + diagramBox.height > paneBox.y ); }) .toBe(true) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1518,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-372,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,"reviews a line across commits, preserves the tabbed UI, and resolves it",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:75 のユーザーフローを実行し、expect(startBox).notを観測,expect(startBox).not.toBeNull() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:75,matcher=toBeNull / 697 unique assertionsから51 flowsをround-robin抽出
UAT-373,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,keeps PR body preview comments interactive and stacks collapsed source menus without layout shifts,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:980 のユーザーフローを実行し、expect(lowerMenu)を観測,expect(lowerMenu).toBeVisible() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:980,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-374,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,"searches while typing, groups occurrences, and reveals a result without changing display mode",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1143 のユーザーフローを実行し、expect(page.getByText(""5件・3ファイル"", { exact: true }))を観測","expect(page.getByText(""5件・3ファイル"", { exact: true })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1143,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-375,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps agent explanation passive until a human opens an exact code reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:100 のユーザーフローを実行し、expect(page.locator('.document-pane[data-pane=""right""]'))を観測","expect(page.locator('.document-pane[data-pane=""right""]')).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:100,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-376,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,moves document tabs between at most two panes and previews repository Markdown,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:646 のユーザーフローを実行し、expect(previewComposerBox!.y)を観測,"expect(previewComposerBox!.y).toBeGreaterThanOrEqual( previewSourceLineBox!.y + previewSourceLineBox!.height, ) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:646,matcher=toBeGreaterThanOrEqual / 697 unique assertionsから51 flowsをround-robin抽出
UAT-377,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,renders the Markdown walkthrough showcase and keeps every expression commentable,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1054 のユーザーフローを実行し、expect(diagramDraft)を観測,"expect(diagramDraft).toHaveValue(""a"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1054,matcher=toHaveValue / 697 unique assertionsから51 flowsをround-robin抽出
UAT-378,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,comments on selected walkthrough lines and marks them Outdated after replacement,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1542 のユーザーフローを実行し、expect(response.ok())を観測,expect(response.ok()).toBe(true) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1542,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-379,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,"reviews a line across commits, preserves the tabbed UI, and resolves it",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:76 のユーザーフローを実行し、expect(endBox).notを観測,expect(endBox).not.toBeNull() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:76,matcher=toBeNull / 697 unique assertionsから51 flowsをround-robin抽出
UAT-380,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,keeps PR body preview comments interactive and stacks collapsed source menus without layout shifts,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:981 のユーザーフローを実行し、expect(lowerMenu)を観測,expect(lowerMenu).toHaveClass(/opens-upward/) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:981,matcher=toHaveClass / 697 unique assertionsから51 flowsをround-robin抽出
UAT-381,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,"searches while typing, groups occurrences, and reveals a result without changing display mode",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1146 のユーザーフローを実行し、expect(page.getByRole(""button"", { name: ""src/fixture.ts 13行"" }))を観測","expect(page.getByRole(""button"", { name: ""src/fixture.ts 13行"" })).toHaveCount(0) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1146,matcher=toHaveCount / 697 unique assertionsから51 flowsをround-robin抽出
UAT-382,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps agent explanation passive until a human opens an exact code reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:101 のユーザーフローを実行し、expect(commitPicker)を観測,"expect(commitPicker).toHaveAttribute(""aria-label"", initialCommitSelection!) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:101,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-383,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,moves document tabs between at most two panes and previews repository Markdown,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:649 のユーザーフローを実行し、expect(previewComposerBox!.x)を観測,expect(previewComposerBox!.x).toBeGreaterThanOrEqual(previewSurfaceBox!.x + 11) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:649,matcher=toBeGreaterThanOrEqual / 697 unique assertionsから51 flowsをround-robin抽出
UAT-384,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,renders the Markdown walkthrough showcase and keeps every expression commentable,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1055 のユーザーフローを実行し、expect .poll( async () => await diagramDraft.evaluate( (element) => (window as unknown as { rvwDiagramDraft?: Element }).rvwDiagramDraft === element, ), )を観測","expect .poll( async () => await diagramDraft.evaluate( (element) => (window as unknown as { rvwDiagramDraft?: Element }).rvwDiagramDraft === element, ), ) .toBe(true) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1055,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-385,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,comments on selected walkthrough lines and marks them Outdated after replacement,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1544 のユーザーフローを実行し、expect(page.getByRole(""tab"", { name: updatedTitle }))を観測","expect(page.getByRole(""tab"", { name: updatedTitle })).toHaveAttribute( ""aria-selected"", ""true"", ) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1544,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-386,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,"reviews a line across commits, preserves the tabbed UI, and resolves it",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:87 のユーザーフローを実行し、expect(actionsMenu.getByRole(""menuitemradio"", { name: ""システム"" }))を観測","expect(actionsMenu.getByRole(""menuitemradio"", { name: ""システム"" })).toHaveAttribute( ""aria-checked"", ""true"", ) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:87,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-387,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,keeps PR body preview comments interactive and stacks collapsed source menus without layout shifts,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:982 のユーザーフローを実行し、expect(menuLayering(lower.comment.id, upper.comment.id)).resolvesを観測","expect(menuLayering(lower.comment.id, upper.comment.id)).resolves.toEqual({ overlaps: true, menuIsOnTop: true, }) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:982,matcher=toEqual / 697 unique assertionsから51 flowsをround-robin抽出
UAT-388,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,"searches while typing, groups occurrences, and reveals a result without changing display mode",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:1151 のユーザーフローを実行し、expect(matchCaseButton)を観測,"expect(matchCaseButton).toHaveAttribute(""aria-pressed"", ""true"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1151,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-389,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps agent explanation passive until a human opens an exact code reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:102 のユーザーフローを実行し、expect(page.getByRole(""tab""))を観測","expect(page.getByRole(""tab"")).toHaveCount(3) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:102,matcher=toHaveCount / 697 unique assertionsから51 flowsをround-robin抽出
UAT-390,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,moves document tabs between at most two panes and previews repository Markdown,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:650 のユーザーフローを実行し、expect(previewComposerBox!.x + previewComposerBox!.width)を観測,"expect(previewComposerBox!.x + previewComposerBox!.width).toBeLessThanOrEqual( previewSurfaceBox!.x + previewSurfaceBox!.width - 11, ) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:650,matcher=toBeLessThanOrEqual / 697 unique assertionsから51 flowsをround-robin抽出
UAT-391,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,renders the Markdown walkthrough showcase and keeps every expression commentable,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1064 のユーザーフローを実行し、expect .poll( async () => await diagramDraft.evaluate((element) => { const textarea = element as HTMLTextAreaElement; return [textarea.selectionStart, textarea.selectionEnd]; }), )を観測","expect .poll( async () => await diagramDraft.evaluate((element) => { const textarea = element as HTMLTextAreaElement; return [textarea.selectionStart, textarea.selectionEnd]; }), ) .toEqual([1, 1]) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1064,matcher=toEqual / 697 unique assertionsから51 flowsをround-robin抽出
UAT-392,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,comments on selected walkthrough lines and marks them Outdated after replacement,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1551 のユーザーフローを実行し、expect(sidebarLineComment.locator("".badge--outdated""))を観測","expect(sidebarLineComment.locator("".badge--outdated"")).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1551,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-393,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,"reviews a line across commits, preserves the tabbed UI, and resolves it",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:92 のユーザーフローを実行し、expect(page.locator(""html""))を観測","expect(page.locator(""html"")).toHaveAttribute(""data-theme"", ""dark"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:92,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-394,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,keeps PR body preview comments interactive and stacks collapsed source menus without layout shifts,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:998 のユーザーフローを実行し、expect(bounds).notを観測,expect(bounds).not.toBeNull() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:998,matcher=toBeNull / 697 unique assertionsから51 flowsをround-robin抽出
UAT-395,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,"searches while typing, groups occurrences, and reveals a result without changing display mode",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1152 のユーザーフローを実行し、expect(page.getByText(""3件・1ファイル"", { exact: true }))を観測","expect(page.getByText(""3件・1ファイル"", { exact: true })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1152,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-396,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps agent explanation passive until a human opens an exact code reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:103 のユーザーフローを実行し、expect(page.locator('.document-pane[data-pane=""right""] diffs-container'))を観測","expect(page.locator('.document-pane[data-pane=""right""] diffs-container')).toHaveAttribute( ""data-search-target-line"", ""9"", ) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:103,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-397,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,moves document tabs between at most two panes and previews repository Markdown,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:660 のユーザーフローを実行し、expect(previewComment)を観測,expect(previewComment).toBeVisible() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:660,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-398,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,renders the Markdown walkthrough showcase and keeps every expression commentable,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:1074 のユーザーフローを実行し、expect(diagramDraft)を観測,"expect(diagramDraft).toHaveValue(""aiueo"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1074,matcher=toHaveValue / 697 unique assertionsから51 flowsをround-robin抽出
UAT-399,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,comments on selected walkthrough lines and marks them Outdated after replacement,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1552 のユーザーフローを実行し、expect( sidebarLineComment.getByText(""コメント作成時の選択範囲"", { exact: true }), )を観測","expect( sidebarLineComment.getByText(""コメント作成時の選択範囲"", { exact: true }), ).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1552,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-400,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,"reviews a line across commits, preserves the tabbed UI, and resolves it",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:93 のユーザーフローを実行し、expect(page.locator(""body""))を観測","expect(page.locator(""body"")).toHaveCSS(""background-color"", ""rgb(13, 17, 23)"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:93,matcher=toHaveCSS / 697 unique assertionsから51 flowsをround-robin抽出
UAT-401,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,keeps PR body preview comments interactive and stacks collapsed source menus without layout shifts,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:999 のユーザーフローを実行し、expect(bounds!.menuTop)を観測,expect(bounds!.menuTop).toBeGreaterThan(0) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:999,matcher=toBeGreaterThan / 697 unique assertionsから51 flowsをround-robin抽出
UAT-402,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,"searches while typing, groups occurrences, and reveals a result without changing display mode",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:1156 のユーザーフローを実行し、expect(wholeWordButton)を観測,"expect(wholeWordButton).toHaveAttribute(""aria-pressed"", ""true"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1156,matcher=toHaveAttribute / 697 unique assertionsから51 flowsをround-robin抽出
UAT-403,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps agent explanation passive until a human opens an exact code reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:112 のユーザーフローを実行し、expect(firstSelectedHandlerLine)を観測,expect(firstSelectedHandlerLine).toBeVisible() が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:112,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-404,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,moves document tabs between at most two panes and previews repository Markdown,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:661 のユーザーフローを実行し、expect(previewComment.getByText(""L6"", { exact: true }))を観測","expect(previewComment.getByText(""L6"", { exact: true })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:661,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-405,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,renders the Markdown walkthrough showcase and keeps every expression commentable,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1075 のユーザーフローを実行し、expect .poll(async () => { const [composerBox, paneBox] = await Promise.all([ diagramComposer.boundingBox(), activeDocumentPane.boundingBox(), ]); return composerBox && paneBox ? composerBox.y + composerBox.height <= paneBox.y + paneBox.height + 1 : false; })を観測","expect .poll(async () => { const [composerBox, paneBox] = await Promise.all([ diagramComposer.boundingBox(), activeDocumentPane.boundingBox(), ]); return composerBox && paneBox ? composerBox.y + composerBox.height <= paneBox.y + paneBox.height + 1 : false; }) .toBe(true) が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1075,matcher=toBe / 697 unique assertionsから51 flowsをround-robin抽出
UAT-406,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,comments on selected walkthrough lines and marks them Outdated after replacement,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"walkthrough.spec.ts:1555 のユーザーフローを実行し、expect( sidebarLineComment.getByText(""この変更は、注文作成を単なる HTTP handler"", { exact: false }), )を観測","expect( sidebarLineComment.getByText(""この変更は、注文作成を単なる HTTP handler"", { exact: false }), ).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:1555,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-407,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,"reviews a line across commits, preserves the tabbed UI, and resolves it",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:94 のユーザーフローを実行し、expect(page.locator("".topbar""))を観測","expect(page.locator("".topbar"")).toHaveCSS(""background-color"", ""rgb(1, 4, 9)"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:94,matcher=toHaveCSS / 697 unique assertionsから51 flowsをround-robin抽出
UAT-408,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,コメント,keeps PR body preview comments interactive and stacks collapsed source menus without layout shifts,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,review-flow.spec.ts:1000 のユーザーフローを実行し、expect(bounds!.menuBottom)を観測,expect(bounds!.menuBottom).toBeLessThanOrEqual(bounds!.fileBottom) が成立する,production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1000,matcher=toBeLessThanOrEqual / 697 unique assertionsから51 flowsをround-robin抽出
UAT-409,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,探索・検索,"searches while typing, groups occurrences, and reveals a result without changing display mode",fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,"review-flow.spec.ts:1157 のユーザーフローを実行し、expect(page.getByText(""2件・1ファイル"", { exact: true }))を観測","expect(page.getByText(""2件・1ファイル"", { exact: true })).toBeVisible() が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,review-flow.spec.ts:1157,matcher=toBeVisible / 697 unique assertionsから51 flowsをround-robin抽出
UAT-410,e2e-observation,2026-08-16T16:20:00+09:00,2026-08-16T16:20:00+09:00,ウォークスルー,keeps agent explanation passive until a human opens an exact code reference,fixture PR / production build / Chromium / path・commit・comment・walkthrough固有データ,acceptance,walkthrough.spec.ts:113 のユーザーフローを実行し、expect(firstSelectedHandlerLine)を観測,"expect(firstSelectedHandlerLine).toHaveCSS(""box-shadow"", ""none"") が成立する",production buildのChromium full E2Eでassertion成立,passed,,,product code変更なし,full E2E 59/59,walkthrough.spec.ts:113,matcher=toHaveCSS / 697 unique assertionsから51 flowsをround-robin抽出
